Période;Capteurs;Vitesse;Production;Accumulation
42;sensor_zone_3_2;3.452;990.5608777777778;286.9839
42;sensor_zone_3_3;8.229;1040.5464222222222;126.4524888888889
43;sensor_network;4.335;16882.95157222222;3894.906233333333
43;sensor_zone_1_1;8.129;1032.8551666666667;127.05696666666667
43;sensor_zone_1_2;6.197;939.2614111111111;151.55835
43;sensor_zone_1_3;8.448;1011.7469277777777;119.75656666666667
43;sensor_zone_2_1;4.565;934.241761111111;204.67450555555556
43;sensor_zone_2_2;1.752;2660.2187777777776;1518.7146000000002
43;sensor_zone_2_3;4.671;968.4685611111111;207.3184222222222
43;sensor_zone_3_1;8.126;861.2861277777778;105.98578333333333
43;sensor_zone_3_2;3.766;1127.1259166666666;299.2985611111111
43;sensor_zone_3_3;8.425;1076.4681611111112;127.76883333333333
44;sensor_network;4.574;16605.89247777778;3630.3599
44;sensor_zone_1_1;8.487;914.076361111111;107.70717777777779
44;sensor_zone_1_2;6.712;873.5384833333333;130.13885
44;sensor_zone_1_3;8.613;858.8710111111111;99.7149888888889
44;sensor_zone_2_1;4.907;902.4007055555556;183.88285
44;sensor_zone_2_2;2.07;2985.464377777778;1442.2564722222223
44;sensor_zone_2_3;5.518;917.5003944444444;166.2836111111111
44;sensor_zone_3_1;7.945;734.2796555555555;92.42269999999999
44;sensor_zone_3_2;3.739;959.6059444444445;256.6249555555556
44;sensor_zone_3_3;8.25;1035.8868833333333;125.5578111111111
45;sensor_network;4.75;15980.8644;3364.0838999999996
45;sensor_zone_1_1;8.379;773.0753555555556;92.2587777777778
45;sensor_zone_1_2;7.166;860.2687722222222;120.05512777777777
45;sensor_zone_1_3;8.512;800.3528611111112;94.02460555555555
45;sensor_zone_2_1;5.462;982.2398555555556;179.83951666666667
45;sensor_zone_2_2;2.05;2769.3596000000002;1350.9540055555556
45;sensor_zone_2_3;6.792;937.1146666666667;137.98074444444444
45;sensor_zone_3_1;8.029;794.4796611111111;98.95337777777777
45;sensor_zone_3_2;3.859;844.8277277777778;218.91701666666668
45;sensor_zone_3_3;8.402;930.9478333333333;110.80322777777776
46;sensor_network;5.034;15497.50005;3078.6680833333335
46;sensor_zone_1_1;9.11;810.5157833333333;88.96563333333333
46;sensor_zone_1_2;7.076;795.7210666666666;112.45242222222222
46;sensor_zone_1_3;8.549;835.4256166666667;97.71657777777779
46;sensor_zone_2_1;6.276;928.4455722222223;147.92978333333335
46;sensor_zone_2_2;2.259;2871.015605555556;1270.85855
46;sensor_zone_2_3;7.161;826.425561111111;115.4095
46;sensor_zone_3_1;8.559;934.5627777777777;109.19615555555556
46;sensor_zone_3_2;4.316;800.8458999999999;185.54917222222224
46;sensor_zone_3_3;8.582;850.8146222222223;99.13424444444445
47;sensor_network;5.212;14896.186416666667;2857.9961833333336
47;sensor_zone_1_1;8.938;891.5248055555555;99.74515
47;sensor_zone_1_2;7.017;793.9666277777777;113.14556666666667
47;sensor_zone_1_3;8.592;728.7250555555556;84.81046666666667
47;sensor_zone_2_1;7.161;823.8046222222222;115.04041666666667
47;sensor_zone_2_2;2.435;2884.26615;1184.408761111111
47;sensor_zone_2_3;7.319;712.9528388888889;97.41357222222221
47;sensor_zone_3_1;8.918;875.8018388888889;98.2072388888889
47;sensor_zone_3_2;4.441;725.4212611111111;163.3414
47;sensor_zone_3_3;8.514;875.3186666666666;102.80944444444445
48;sensor_network;5.58;14616.853266666667;2619.5032666666666
48;sensor_zone_1_1;8.34;768.5970944444446;92.15828333333334
48;sensor_zone_1_2;7.219;770.8532166666666;106.78631111111112
48;sensor_zone_1_3;9.154;730.6844111111111;79.82034444444444
48;sensor_zone_2_1;7.129;735.706361111111;103.2013388888889
48;sensor_zone_2_2;2.875;3093.03925;1075.8120111111111
48;sensor_zone_2_3;7.287;697.5028111111111;95.71223888888889
48;sensor_zone_3_1;9.085;802.4885777777777;88.33235
48;sensor_zone_3_2;5.484;782.1120555555556;142.61482777777778
48;sensor_zone_3_3;8.358;787.2529444444444;94.18648333333333
49;sensor_network;5.678;13821.485511111112;2434.29595
49;sensor_zone_1_1;8.758;635.1915722222221;72.52844444444445
49;sensor_zone_1_2;7.354;724.7844388888889;98.56109444444444
49;sensor_zone_1_3;9.035;807.3626833333333;89.35731111111112
49;sensor_zone_2_1;6.783;777.5359444444445;114.63315
49;sensor_zone_2_2;2.774;2696.0130055555555;971.7940111111111
49;sensor_zone_2_3;6.442;598.6766555555555;92.94051111111112
49;sensor_zone_3_1;9.344;880.2754222222222;94.2114
49;sensor_zone_3_2;6.568;817.321688888889;124.44263333333333
49;sensor_zone_3_3;8.85;692.0542333333334;78.19952777777779
50;sensor_network;6.024;13526.479611111112;2245.2463666666667
50;sensor_zone_1_1;9.209;646.9045277777778;70.2435
50;sensor_zone_1_2;7.305;693.5177555555555;94.94210555555557
50;sensor_zone_1_3;9.011;778.8283944444445;86.43234444444444
50;sensor_zone_2_1;6.782;815.3262444444443;120.21063333333333
50;sensor_zone_2_2;2.906;2396.4696222222224;824.6299055555555
50;sensor_zone_2_3;6.93;707.6322;102.11315555555555
50;sensor_zone_3_1;9.246;842.9342833333334;91.1648888888889
50;sensor_zone_3_2;6.959;777.0946833333334;111.66431111111112
50;sensor_zone_3_3;8.989;666.6169500000001;74.16015555555555
51;sensor_network;6.484;13541.810538888889;2088.542138888889
51;sensor_zone_1_1;9.497;904.0546444444445;95.19052222222223
51;sensor_zone_1_2;7.222;654.0975222222222;90.56661111111111
51;sensor_zone_1_3;9.478;898.204111111111;94.76397222222222
51;sensor_zone_2_1;7.124;791.8194111111111;111.15528888888889
51;sensor_zone_2_2;3.253;2188.5585833333334;672.8121
51;sensor_zone_2_3;7.213;778.9613055555556;107.99165555555555
51;sensor_zone_3_1;8.863;641.5371277777778;72.38237777777778
51;sensor_zone_3_2;7.115;688.8881333333334;96.82647222222222
51;sensor_zone_3_3;9.126;719.9551333333334;78.89102777777778
52;sensor_network;6.803;13048.360655555556;1918.0618277777778
52;sensor_zone_1_1;9.194;981.7538555555554;106.78205
52;sensor_zone_1_2;7.07;664.8791666666667;94.03766666666667
52;sensor_zone_1_3;9.489;845.2480277777777;89.07801111111111
52;sensor_zone_2_1;7.05;759.89365;107.7825388888889
52;sensor_zone_2_2;3.394;1716.2903000000001;505.6983888888889
52;sensor_zone_2_3;6.991;803.1656833333334;114.88472222222222
52;sensor_zone_3_1;8.777;607.2377111111111;69.18645555555555
52;sensor_zone_3_2;6.907;655.8957666666666;94.96457222222222
52;sensor_zone_3_3;9.204;695.7518833333334;75.59416666666667
53;sensor_network;7.274;12704.790533333335;1746.635911111111
53;sensor_zone_1_1;9.192;957.956811111111;104.21263333333334
53;sensor_zone_1_2;6.878;701.9136777777778;102.04963333333333
53;sensor_zone_1_3;9.165;729.288988888889;79.57606111111112
53;sensor_zone_2_1;7.326;606.3733222222222;82.76878888888889
53;sensor_zone_2_2;4.248;1534.1182999999999;361.15686666666664
53;sensor_zone_2_3;7.16;829.1814499999999;115.80381111111112
53;sensor_zone_3_1;9.374;615.4892;65.65625555555556
53;sensor_zone_3_2;6.949;692.4585888888889;99.64801666666666
53;sensor_zone_3_3;8.987;765.6161833333333;85.19345
54;sensor_network;7.662;12261.215866666667;1600.2040444444444
54;sensor_zone_1_1;9.229;944.1464333333333;102.30304444444444
54;sensor_zone_1_2;6.662;778.9397055555555;116.92851111111112
54;sensor_zone_1_3;9.067;533.6713277777778;58.856661111111116
54;sensor_zone_2_1;7.196;545.4741;75.80535
54;sensor_zone_2_2;4.983;1129.0997833333333;226.58122777777777
54;sensor_zone_2_3;7.237;708.3598944444444;97.88546666666666
54;sensor_zone_3_1;9.706;786.8140833333333;81.06178888888888
54;sensor_zone_3_2;7.347;662.48035;90.1651111111111
54;sensor_zone_3_3;9.206;895.01365;97.21808333333334
55;sensor_network;7.874;11405.184116666667;1448.4297777777776
55;sensor_zone_1_1;9.382;772.0614388888889;82.28902777777778
55;sensor_zone_1_2;6.871;813.5871333333333;118.4126611111111
55;sensor_zone_1_3;9.271;458.66063888888885;49.474022222222224
55;sensor_zone_2_1;7.276;541.2558888888889;74.38766111111111
55;sensor_zone_2_2;5.762;1041.344438888889;180.7349888888889
55;sensor_zone_2_3;7.2;471.42535555555554;65.47905555555555
55;sensor_zone_3_1;9.476;783.9093666666666;82.72267222222223
55;sensor_zone_3_2;7.738;611.038311111111;78.96817222222222
55;sensor_zone_3_3;8.997;837.843788888889;93.12871666666668
56;sensor_network;8.025;10520.61166111111;1311.0091055555556
56;sensor_zone_1_1;9.117;452.08486666666664;49.58698333333333
56;sensor_zone_1_2;6.928;708.6367333333333;102.29179444444445
56;sensor_zone_1_3;8.874;539.5072;60.79702777777778
56;sensor_zone_2_1;7.514;579.2596333333333;77.0886
56;sensor_zone_2_2;6.728;987.2308555555555;146.7386277777778
56;sensor_zone_2_3;7.478;464.27574444444446;62.085205555555554
56;sensor_zone_3_1;9.136;698.5156722222222;76.45389444444444
56;sensor_zone_3_2;7.681;556.3559222222223;72.43005555555555
56;sensor_zone_3_3;9.057;602.5703888888888;66.53415000000001
57;sensor_network;8.033;9476.293483333333;1179.6892277777777
57;sensor_zone_1_1;8.957;390.0580666666667;43.54848888888889
57;sensor_zone_1_2;7.333;521.9643277777777;71.18186666666666
57;sensor_zone_1_3;8.825;564.5377222222222;63.96841666666667
57;sensor_zone_2_1;7.709;558.5645111111111;72.45822222222222
57;sensor_zone_2_2;6.866;981.977211111111;143.0198111111111
57;sensor_zone_2_3;7.684;556.2767888888889;72.39057777777778
57;sensor_zone_3_1;8.953;646.3106333333334;72.18802222222222
57;sensor_zone_3_2;7.486;542.7710111111112;72.50240555555555
57;sensor_zone_3_3;8.951;427.28642777777776;47.73816666666667
58;sensor_network;7.919;8451.70345;1067.2295444444444
58;sensor_zone_1_1;8.496;372.1879277777778;43.80978888888889
58;sensor_zone_1_2;7.486;517.9525555555556;69.19187222222223
58;sensor_zone_1_3;8.647;454.99718333333334;52.61845
58;sensor_zone_2_1;7.424;483.59926666666667;65.13601666666666
58;sensor_zone_2_2;6.979;1116.6825333333334;160.01695555555554
58;sensor_zone_2_3;8.169;597.1930277777777;73.10630555555555
58;sensor_zone_3_1;8.314;446.89327777777777;53.75438333333334
58;sensor_zone_3_2;7.35;506.32647777777777;68.88957222222221
58;sensor_zone_3_3;9.015;398.1013555555556;44.15792777777778
59;sensor_network;7.909;8005.222516666667;1012.163038888889
59;sensor_zone_1_1;8.315;353.74882777777776;42.544666666666664
59;sensor_zone_1_2;7.919;592.4099611111111;74.8067
59;sensor_zone_1_3;8.517;374.51263888888883;43.97458888888889
59;sensor_zone_2_1;7.556;508.1319277777778;67.24440555555556
59;sensor_zone_2_2;6.836;1176.0804944444444;172.05474444444445
59;sensor_zone_2_3;8.094;510.18354444444446;63.03178888888889
59;sensor_zone_3_1;8.773;363.4440333333333;41.428216666666664
59;sensor_zone_3_2;7.295;470.99628333333334;64.56844444444444
59;sensor_zone_3_3;8.771;421.3107388888889;48.033627777777774
60;sensor_network;7.864;7656.639611111111;973.6410666666666
60;sensor_zone_1_1;8.597;387.22057777777775;45.04038888888889
60;sensor_zone_1_2;7.563;501.90935;66.36686666666667
60;sensor_zone_1_3;8.723;429.66855555555554;49.25588888888888
60;sensor_zone_2_1;7.899;509.32854999999995;64.48025
60;sensor_zone_2_2;6.692;1142.8381444444444;170.7894611111111
60;sensor_zone_2_3;7.721;490.0543444444445;63.474072222222226
60;sensor_zone_3_1;8.84;343.36858333333333;38.84387777777778
60;sensor_zone_3_2;8.001;564.1419666666667;70.50939444444445
60;sensor_zone_3_3;8.994;408.98224444444446;45.47313333333333
61;sensor_network;7.69;6832.911094444445;888.5161666666667
61;sensor_zone_1_1;8.617;438.49483333333336;50.88601666666667
61;sensor_zone_1_2;7.258;519.6565111111112;71.59859444444444
61;sensor_zone_1_3;8.699;451.5926388888889;51.91361666666666
61;sensor_zone_2_1;7.632;433.9001944444445;56.853116666666665
61;sensor_zone_2_2;6.763;1073.6585166666666;158.7486
61;sensor_zone_2_3;7.637;448.5871666666667;58.73995000000001
61;sensor_zone_3_1;8.698;394.44309444444445;45.34892222222222
61;sensor_zone_3_2;7.485;502.6671666666667;67.1589388888889
61;sensor_zone_3_3;8.91;372.1229611111111;41.76467222222222
62;sensor_network;7.479;5893.352027777778;787.9439777777777
62;sensor_zone_1_1;8.613;346.84146111111113;40.27136111111111
62;sensor_zone_1_2;7.018;409.31362222222225;58.32147222222222
62;sensor_zone_1_3;8.944;397.38554444444446;44.431
62;sensor_zone_2_1;7.639;457.02390555555553;59.831044444444444
62;sensor_zone_2_2;6.852;1051.8096166666667;153.50952222222222
62;sensor_zone_2_3;7.682;445.0921777777778;57.93868888888889
62;sensor_zone_3_1;7.891;365.81458333333336;46.36020555555555
62;sensor_zone_3_2;6.949;421.1488277777778;60.60635555555556
62;sensor_zone_3_3;8.738;314.21571666666665;35.959672222222224
63;sensor_network;7.309;5003.943211111111;684.6521333333334
63;sensor_zone_1_1;8.542;232.15648888888887;27.178994444444445
63;sensor_zone_1_2;7.027;251.28004444444446;35.75695
63;sensor_zone_1_3;8.729;242.5979;27.792594444444447
63;sensor_zone_2_1;6.955;313.7712611111111;45.113455555555554
63;sensor_zone_2_2;6.834;1052.1165722222222;153.94201111111113
63;sensor_zone_2_3;7.349;344.4597777777778;46.87338888888888
63;sensor_zone_3_1;7.963;329.03458333333333;41.32024444444445
63;sensor_zone_3_2;7.174;331.4545;46.20296111111111
63;sensor_zone_3_3;8.068;244.50861666666665;30.307444444444446
64;sensor_network;7.147;4048.539627777778;566.4921944444444
64;sensor_zone_1_1;8.59;236.14197777777775;27.491455555555557
64;sensor_zone_1_2;6.47;167.2318;25.846916666666665
64;sensor_zone_1_3;8.221;223.46904444444445;27.184166666666666
64;sensor_zone_2_1;6.292;154.30670555555554;24.52253888888889
64;sensor_zone_2_2;6.627;852.6029166666666;128.6542611111111
64;sensor_zone_2_3;6.864;207.31918333333334;30.203094444444442
64;sensor_zone_3_1;8.256;299.86234444444443;36.31934444444445
64;sensor_zone_3_2;6.881;211.27056666666664;30.701711111111113
64;sensor_zone_3_3;8.009;200.25947777777776;25.003866666666667
65;sensor_network;7.208;3197.936122222222;443.69472222222225
65;sensor_zone_1_1;8.087;214.13976666666667;26.47975
65;sensor_zone_1_2;6.843;144.19866666666667;21.072616666666665
65;sensor_zone_1_3;8.387;197.31550000000001;23.525233333333336
65;sensor_zone_2_1;6.369;142.76656111111112;22.416694444444445
65;sensor_zone_2_2;5.867;348.0335277777778;59.32301111111111
65;sensor_zone_2_3;6.223;129.5388111111111;20.816633333333336
65;sensor_zone_3_1;8.538;244.85184999999998;28.67741666666667
65;sensor_zone_3_2;6.91;183.20099444444443;26.5141
65;sensor_zone_3_3;8.367;255.49651111111112;30.535522222222223
66;sensor_network;7.224;2462.646588888889;340.8964555555556
66;sensor_zone_1_1;8.292;186.52683333333334;22.49427222222222
66;sensor_zone_1_2;5.417;92.86687222222223;17.14481111111111
66;sensor_zone_1_3;8.623;190.98234444444444;22.148805555555555
66;sensor_zone_2_1;6.084;113.64096666666667;18.67814444444444
66;sensor_zone_2_2;5.649;31.320866666666667;5.544311111111111
66;sensor_zone_2_3;5.98;104.87990555555557;17.539194444444444
66;sensor_zone_3_1;8.205;239.14912777777778;29.14808888888889
66;sensor_zone_3_2;5.929;120.74360000000001;20.365483333333334
66;sensor_zone_3_3;8.484;201.36971111111112;23.734816666666667
67;sensor_network;7.368;1750.6356444444446;237.5893
67;sensor_zone_1_1;9.011;144.08183888888888;15.988927777777779
67;sensor_zone_1_2;5.48;32.23148333333334;5.881694444444444
67;sensor_zone_1_3;9.404;112.0489611111111;11.915622222222222
67;sensor_zone_2_1;5.721;50.473216666666666;8.821805555555555
67;sensor_zone_2_2;0.0;0.0;0.0
67;sensor_zone_2_3;5.625;80.43451666666667;14.298716666666666
67;sensor_zone_3_1;7.944;137.30690555555555;17.283577777777776
67;sensor_zone_3_2;4.957;47.57470555555555;9.598044444444444
67;sensor_zone_3_3;9.452;90.5441;9.57981111111111
68;sensor_network;7.293;1018.14215;139.60340555555555
68;sensor_zone_1_1;9.242;37.02540555555556;4.006161111111111
68;sensor_zone_1_2;2.225;0.4006722222222222;0.18007777777777778
68;sensor_zone_1_3;9.879;31.683277777777775;3.2072777777777777
68;sensor_zone_2_1;4.47;5.2438111111111105;1.1731277777777778
68;sensor_zone_2_2;0.0;0.0;0.0
68;sensor_zone_2_3;4.526;6.944466666666666;1.5344944444444444
68;sensor_zone_3_1;8.096;24.422216666666664;3.0165555555555557
68;sensor_zone_3_2;2.209;0.4222222222222222;0.1911111111111111
68;sensor_zone_3_3;9.168;41.37452777777778;4.513172222222222
69;sensor_network;7.252;324.6133722222222;44.75963888888889
69;sensor_zone_1_1;0.0;0.0;0.0
69;sensor_zone_1_2;0.0;0.0;0.0
69;sensor_zone_1_3;0.0;0.0;0.0
69;sensor_zone_2_1;0.0;0.0;0.0
69;sensor_zone_2_2;0.0;0.0;0.0
69;sensor_zone_2_3;0.0;0.0;0.0
69;sensor_zone_3_1;0.0;0.0;0.0
69;sensor_zone_3_2;0.0;0.0;0.0
69;sensor_zone_3_3;0.0;0.0;0.0
